gene	I	II	III	IV
ZMYND12	0	0	1.7241	0
PPCS	0	0	1.7241	0
CCDC30	0	0	1.7241	3.5088
PPIH	0	0	1.7241	3.5088
YBX1	0	0	1.7241	3.5088
CLDN19	0	0	1.7241	3.5088
LEPRE1	0	0	1.7241	3.5088
C1orf50	0	0	1.7241	3.5088
LOC100129924	0	0	1.7241	3.5088
CCDC23	0	0	1.7241	3.5088
ERMAP	0	0	1.7241	3.5088
ZNF691	0	0	1.7241	3.5088
LOC339539	0	0	1.7241	3.5088
SLC2A1	0	0	1.7241	3.5088
SLC2A1-AS1	0	0	1.7241	3.5088
FAM183A	0	0	1.7241	1.7544
EBNA1BP2	0	0	1.7241	1.7544
MIR6733	0	0	1.7241	1.7544
WDR65	0	0	1.7241	1.7544
TMEM125	0	0	1.7241	1.7544
C1orf210	0	0	1.7241	1.7544
TIE1	0	0	1.7241	1.7544
MPL	0	0	1.7241	1.7544
CDC20	0	0	1.7241	1.7544
ELOVL1	0	0	1.7241	1.7544
MIR6734	0	0	1.7241	1.7544
MED8	0	0	1.7241	1.7544
SZT2	0	0	1.7241	1.7544
MIR6735	0	0	1.7241	1.7544
HYI	0	0	1.7241	1.7544
PTPRF	0	0	1.7241	1.7544
KDM4A	0	0	1.7241	1.7544
KDM4A-AS1	0	0	1.7241	1.7544
ST3GAL3	0	0	1.7241	1.7544
MIR6079	0	0	1.7241	1.7544
ARTN	0	0	1.7241	1.7544
IPO13	0	0	1.7241	1.7544
DPH2	0	0	1.7241	1.7544
ATP6V0B	0	0	1.7241	1.7544
B4GALT2	0	0	1.7241	1.7544
CCDC24	0	0	1.7241	1.7544
SLC6A9	0	0	1.7241	1.7544
KLF17	0	0	1.7241	1.7544
DMAP1	0	0	1.7241	1.7544
ERI3-IT1	0	0	1.7241	1.7544
ERI3	0	0	1.7241	1.7544
RNF220	0	0	1.7241	0
MIR5584	0	0	1.7241	0
TMEM53	0	0	1.7241	0
C1orf228	0	0	1.7241	0
KIF2C	0	0	1.7241	0
BEST4	0	0	1.7241	0
BTBD19	0	0	1.7241	0
PLK3	0	0	1.7241	0
RPS8	0	0	1.7241	0
SNORD38A	0	0	1.7241	0
SNORD38B	0	0	1.7241	0
SNORD46	0	0	1.7241	0
SNORD55	0	0	1.7241	0
TCTEX1D4	0	0	1.7241	0
PTCH2	0	0	1.7241	0
EIF2B3	0	0	1.7241	1.7544
HECTD3	0	0	1.7241	1.7544
UROD	0	0	1.7241	1.7544
ZSWIM5	0	0	1.7241	1.7544
LINC01144	0	0	1.7241	0
HPDL	0	0	1.7241	0
MUTYH	0	0	1.7241	0
TESK2	0	1.1628	1.7241	0
TOE1	0	0	1.7241	0
CCDC163P	0	1.1628	1.7241	0
MMACHC	0	1.1628	1.7241	0
PRDX1	0	1.1628	1.7241	0
AKR1A1	0	1.1628	1.7241	0
NASP	0	1.1628	1.7241	0
CCDC17	0	1.1628	1.7241	0
GPBP1L1	0	1.1628	1.7241	0
RPS15AP10	0	1.1628	1.7241	0
IPP	0	0	1.7241	0
TMEM69	0	0	1.7241	0
MAST2	0	0	3.4483	0
PIK3R3	-0	-0	-3.4483	-0
TSPAN1	0	0	3.4483	0
POMGNT1	0	0	3.4483	0
LURAP1	0	0	1.7241	0
RAD54L	0	0	1.7241	0
LRRC41	0	0	1.7241	0
UQCRH	0	0	1.7241	0
NSUN4	0	0	1.7241	0
FAAH	0	0	1.7241	0
LOC729041	0	0	1.7241	0
DMBX1	0	0	1.7241	0
MKNK1-AS1	0	0	1.7241	0
KNCN	0	0	1.7241	0
MKNK1	0	0	1.7241	0
MOB3C	0	0	1.7241	0
ATPAF1	0	0	1.7241	0
TEX38	0	0	1.7241	0
EFCAB14-AS1	0	0	1.7241	0
EFCAB14	0	0	3.4483	0
CYP4B1	0	0	1.7241	0
CYP4Z2P	0	0	1.7241	0
CYP4A11	0	0	1.7241	0
CYP4X1	0	0	3.4483	0
CYP4Z1	0	0	3.4483	0
CYP4A22	0	0	1.7241	0
LINC00853	0	0	1.7241	0
PDZK1IP1	0	0	1.7241	0
TAL1	0	0	1.7241	0
STIL	0	0	1.7241	0
CMPK1	0	0	1.7241	0
FOXE3	0	0	1.7241	0
FOXD2-AS1	0	0	1.7241	0
FOXD2	0	0	1.7241	0
TRABD2B	0	0	1.7241	0
SKINTL	0	0	1.7241	0
SLC5A9	0	0	1.7241	0
SPATA6	0	0	1.7241	0
AGBL4	0	0	0	1.7544
BEND5	0	0	1.7241	0
AGBL4-IT1	0	0	0	1.7544
ELAVL4	0	0	0	0
DMRTA2	0	0	0	0
FAF1	1.1628	0	0	0
CDKN2C	-0	-0	-0	-0
C1orf185	0	0	0	0
RNF11	0	0	0	0
TTC39A	0	0	0	0
EPS15	0	0	0	0
OSBPL9	0	0	0	0
NRD1	0	0	0	0
MIR761	0	0	0	0
RAB3B	0	0	0	0
TXNDC12	0	0	0	0
KTI12	0	0	0	0
BTF3L4	0	0	0	0
ZFYVE9	0	0	0	0
CC2D1B	0	0	0	0
ORC1	0	0	0	0
PRPF38A	0	0	0	0
ZCCHC11	0	0	0	0
GPX7	0	0	0	1.7544
FAM159A	0	0	0	0
COA7	0	0	0	0
ZYG11B	0	0	0	0
ZYG11A	0	0	0	0
ECHDC2	0	0	0	0
SCP2	0	0	0	1.7544
PODN	0	0	0	1.7544
SLC1A7	0	0	0	1.7544
CPT2	0	0	0	1.7544
C1orf123	0	0	0	1.7544
MAGOH	0	0	0	1.7544
RP5-1024G6.5	0	0	0	1.7544
LRP8	0	0	0	1.7544
SLC25A3P1	0	0	0	1.7544
DMRTB1	0	0	0	1.7544
GLIS1	0	0	0	1.7544
NDC1	0	0	0	0
YIPF1	0	0	0	0
DIO1	0	0	0	0
HSPB11	0	0	0	0
LRRC42	0	0	0	0
LDLRAD1	0	0	0	0
TMEM59	1.1628	0	0	0
MIR4781	1.1628	0	0	0
TCEANC2	1.1628	0	0	0
CDCP2	1.1628	0	0	0
CYB5RL	1.1628	0	0	0
MRPL37	1.1628	0	0	0
SSBP3	1.1628	0	1.7241	0
SSBP3-AS1	1.1628	0	0	0
ACOT11	0	1.1628	1.7241	0
FAM151A	0	1.1628	0	0
MROH7-TTC4	0	1.1628	0	0
MROH7	0	1.1628	0	0
TTC4	0	1.1628	0	0
C1orf177	0	1.1628	0	0
PARS2	0	1.1628	0	0
TTC22	0	1.1628	0	0
DHCR24	0	0	0	0
TMEM61	0	0	0	0
BSND	0	0	0	0
PCSK9	0	0	0	0
USP24	0	0	0	0
LOC100507634	0	0	0	0
MIR4422	0	0	0	0
PPAP2B	0	0	0	0
PRKAA2	0	0	0	0
C1orf168	0	0	0	0
C8A	0	0	0	0
C8B	0	0	0	0
DAB1	0	0	0	0
DAB1-AS1	0	0	0	0
OMA1	0	0	0	0
TACSTD2	0	0	0	0
MYSM1	0	0	0	0
JUN	0	0	0	0
LINC01135	0	1.1628	0	0
RP4-794H19.4	0	1.1628	0	0
HSD52	0	1.1628	0	0
FGGY	0	1.1628	0	0
MIR4711	0	0	0	0
RP4-782L23.1	0	0	0	0
HOOK1	0	0	0	0
CYP2J2	0	0	0	0
C1orf87	0	0	0	0
RP11-436K8.1	0	1.1628	0	0
RP4-668G5.1	0	0	0	0
NFIA	0	1.1628	0	0
RP5-833A20.1	0	1.1628	0	0
MGC34796	0	1.1628	0	0
TM2D1	0	1.1628	0	0
INADL	0	1.1628	1.7241	0
hsa-mir-3116-1	0	1.1628	0	0
hsa-mir-3116-2	0	1.1628	0	0
L1TD1	0	1.1628	0	0
KANK4	0	1.1628	0	0
USP1	0	1.1628	0	0
DOCK7	0	1.1628	0	0
ANGPTL3	0	1.1628	0	0
ATG4C	0	1.1628	0	0
LINC00466	0	1.1628	0	0
FOXD3	0	1.1628	0	0
MIR6068	0	1.1628	0	0
ALG6	0	0	0	0
ITGB3BP	0	0	0	0
EFCAB7	0	1.1628	0	0
DLEU2L	0	1.1628	0	0
PGM1	0	1.1628	0	0
ROR1	0	1.1628	0	0
RP11-24J23.2	0	0	0	0
UBE2U	0	0	1.7241	0
CACHD1	0	0	0	0
MIR4794	0	0	0	0
RAVER2	0	0	0	0
JAK1	0	0	0	0
MIR101-1	0	0	0	0
MIR3671	0	0	0	0
AK4	0	0	0	0
DNAJC6	0	0	0	0
LEPROT	0	0	0	0
LEPR	0	0	0	0
PDE4B	0	1.1628	0	0
SGIP1	0	1.1628	0	0
MIR3117	0	0	0	0
TCTEX1D1	0	0	0	0
INSL5	0	0	0	0
WDR78	0	0	0	0
MIER1	0	0	0	0
SLC35D1	0	0	0	0
C1orf141	0	0	0	0
IL23R	0	1.1628	0	0
IL12RB2	0	1.1628	0	0
SERBP1	0	1.1628	0	0
GADD45A	0	1.1628	0	0
GNG12	0	1.1628	0	0
GNG12-AS1	0	1.1628	0	0
DIRAS3	0	0	0	0
WLS	0	0	0	0
MIR1262	0	0	0	0
RPE65	0	0	0	0
DEPDC1	0	0	0	0
RP4-694A7.4	0	0	0	0
LRRC7	0	0	0	0
PIN1P1	0	0	0	0
LRRC40	1.1628	0	0	0
SRSF11	1.1628	0	0	0
ANKRD13C	1.1628	0	0	0
HHLA3	1.1628	0	0	0
CTH	1.1628	0	0	0
PTGER3	0	0	0	0
ZRANB2-AS1	0	0	0	0
ZRANB2	0	0	0	0
MIR186	0	0	0	0
ZRANB2-AS2	0	0	0	0
NEGR1	0	0	0	0
NEGR1-IT1	0	0	0	0
RP4-598G3.1	0	0	0	0
LRRIQ3	0	0	0	0
FPGT-TNNI3K	0	0	0	0
FPGT	0	0	0	0
TNNI3K	0	0	0	0
C1orf173	0	0	0	0
CRYZ	0	0	0	0
TYW3	0	0	0	0
LHX8	0	0	0	0
SLC44A5	0	0	0	0
ACADM	0	0	0	0
RABGGTB	0	0	0	0
SNORD45C	0	0	0	0
SNORD45A	0	0	0	0
SNORD45B	0	0	0	0
MSH4	0	0	0	0
ASB17	0	0	0	0
ST6GALNAC3	0	0	0	0
ST6GALNAC5	0	0	0	0
MIR7156	0	0	0	0
PIGK	0	0	0	0
AK5	0	0	0	0
ZZZ3	0	0	0	0
USP33	0	0	0	0
FAM73A	0	0	0	0
NEXN-AS1	0	0	0	0
NEXN	0	0	0	0
FUBP1	0	0	0	0
DNAJB4	0	0	0	0
GIPC2	0	0	0	0
MGC27382	0	0	1.7241	0
PTGFR	0	0	0	0
IFI44L	0	0	0	0
IFI44	0	0	0	0
ELTD1	0	0	0	0
LPHN2	0	0	0	0
RP11-170N11.1	0	0	0	0
MIR548AP	0	0	0	0
TTLL7	0	0	0	0
PRKACB	0	0	0	0
SAMD13	0	0	0	0
UOX	0	0	0	0
DNASE2B	0	0	0	0
RPF1	0	0	0	0
GNG5	0	0	0	0
CTBS	0	0	0	0
C1orf180	0	0	0	0
SSX2IP	0	0	0	0
LPAR3	0	0	0	0
MCOLN2	0	1.1628	0	0
MCOLN3	0	0	0	0
WDR63	0	0	0	0
MIR4423	0	0	0	0
SYDE2	0	0	0	0
C1orf52	0	0	0	0
BCL10	0	0	0	0
LOC646626	0	0	0	0
DDAH1	1.1628	0	0	0
CYR61	0	0	0	0
ZNHIT6	0	0	0	0
COL24A1	0	0	0	0
ODF2L	0	0	0	0
MIR7856	0	0	0	0
CLCA2	0	0	0	0
CLCA1	0	0	0	0
CLCA4	0	0	0	0
CLCA3P	0	0	0	0
SH3GLB1	0	0	0	0
44089	0	0	0	0
HS2ST1	0	0	0	0
LINC01140	0	0	0	0
LOC101927844	0	0	0	0
LMO4	0	0	0	0
RP4-544H6.2	0	0	0	0
RP11-76N22.2	0	0	0	0
PKN2	0	0	0	0
GTF2B	0	0	0	0
CCBL2	0	0	0	0
RBMXL1	0	0	0	0
GBP3	0	0	0	0
GBP1	0	0	0	0
GBP2	0	0	0	0
GBP7	0	0	0	0
GBP4	0	0	0	0
GBP5	0	0	0	0
LOC729930	0	0	0	0
GBP6	0	0	0	0
GBP1P1	0	0	0	0
LRRC8B	0	0	0	0
FLJ27354	0	0	0	0
LRRC8C	0	0	0	0
LRRC8D	0	0	0	0
GEMIN8P4	0	0	0	0
ZNF326	0	0	0	0
BARHL2	0	0	0	0
ZNF644	0	0	0	0
HFM1	0	0	0	0
CDC7	0	0	0	0
TGFBR3	0	0	0	0
BRDT	0	0	0	0
EPHX4	0	0	0	0
SETSIP	0	0	0	0
BTBD8	0	0	0	0
KIAA1107	0	0	0	0
C1orf146	0	0	0	0
GLMN	0	1.1628	0	0
RPAP2	0	1.1628	0	0
GFI1	0	0	0	0
EVI5	0	0	0	0
FAM69A	0	0	0	0
RPL5	0	0	0	0
SNORD21	0	0	0	0
SNORA66	0	0	0	0
MTF2	0	0	0	0
TMED5	0	0	0	0
CCDC18	0	0	0	0
LOC100131564	0	0	0	0
DR1	0	0	0	0
FNBP1L	0	0	0	0
BCAR3	0	0	0	0
RP5-1033H22.2	0	0	0	0
MIR760	0	0	0	0
DNTTIP2	0	0	0	0
GCLM	0	0	0	0
ABCA4	0	0	0	0
ARHGAP29	0	0	0	0
ABCD3	1.1628	0	0	0
F3	1.1628	0	0	0
LINC01057	1.1628	0	0	0
SLC44A3	0	0	0	0
CNN3	0	0	0	0
RP4-639F20.1	0	0	0	0
ALG14	0	0	0	0
TMEM56	0	0	0	0
TMEM56-RWDD3	0	0	0	0
RWDD3	0	0	0	0
FLJ31662	0	0	0	0
RP11-286B14.1	0	0	0	0
RP5-898J17.1	0	0	0	0
PTBP2	0	0	0	0
DPYD	0	1.1628	0	0
DPYD-AS1	0	0	0	0
DPYD-AS2	0	0	0	0
MIR137HG	0	1.1628	0	0
MIR137	0	0	0	0
MIR2682	0	0	0	0
RP5-1070A16.1	0	0	0	0
SNX7	0	0	0	0
LPPR5	0	0	0	0
RP5-896L10.1	0	1.1628	0	0
LPPR4	0	1.1628	0	0
PALMD	0	1.1628	0	0
MIR548AA1	0	1.1628	0	0
FRRS1	0	1.1628	0	0
AGL	0	1.1628	0	0
SLC35A3	0	1.1628	0	0
HIAT1	0	1.1628	0	0
SASS6	0	1.1628	0	0
TRMT13	0	1.1628	0	0
LRRC39	0	1.1628	0	0
DBT	0	1.1628	0	0
RP11-305E17.6	0	1.1628	0	0
RTCA	0	1.1628	0	0
MIR553	0	1.1628	0	0
CDC14A	0	1.1628	0	0
GPR88	0	1.1628	0	0
RP11-84O12.4	0	1.1628	0	0
VCAM1	0	1.1628	0	0
EXTL2	0	1.1628	0	0
SLC30A7	0	1.1628	0	0
DPH5	0	1.1628	0	0
RP11-421L21.3	0	1.1628	0	0
LOC101928370	0	1.1628	0	0
S1PR1	0	1.1628	0	0
RNU6-31P	0	1.1628	0	0
OLFM3	0	1.1628	0	0
DNAJA1P5	0	1.1628	0	0
COL11A1	0	1.1628	0	0
LOC101928436	0	1.1628	0	0
ACTG1P4	0	1.1628	0	0
AMY1A	0	1.1628	0	0
AMY1B	0	1.1628	0	0
AMY1C	0	1.1628	0	0
AMY2A	0	1.1628	0	0
AMY2B	0	1.1628	0	0
RNPC3	0	1.1628	0	0
LOC100129138	0	1.1628	0	0
PRMT6	0	0	0	0
NTNG1	0	0	0	0
VAV3	1.1628	2.3256	0	0
MIR7852	0	1.1628	0	0
VAV3-AS1	0	1.1628	0	0
SLC25A24	0	1.1628	0	0
NBPF4	0	1.1628	0	0
NBPF6	0	0	0	0
FAM102B	0	0	0	0
HENMT1	0	0	0	0
PRPF38B	0	0	0	0
FNDC7	0	0	0	0
STXBP3	0	0	0	0
AKNAD1	0	0	0	0
SPATA42	0	0	0	0
GPSM2	0	0	0	0
CLCC1	0	0	0	0
WDR47	0	0	0	0
TAF13	0	0	0	0
C1orf194	0	0	0	0
KIAA1324	0	0	0	0
SCARNA2	0	0	0	0
TMEM167B	0	0	0	0
SARS	0	0	0	0
CELSR2	0	0	0	0
PSRC1	0	0	0	0
MYBPHL	0	0	0	0
SORT1	0	0	0	0
PSMA5	0	0	0	0
SYPL2	0	0	0	0
ATXN7L2	0	0	0	0
CYB561D1	0	0	0	0
AMIGO1	0	0	1.7241	0
GPR61	0	0	1.7241	0
GNAI3	0	0	1.7241	0
MIR197	0	0	0	0
GNAT2	0	0	0	0
AMPD2	0	0	0	0
GSTM1	0	0	0	0
GSTM2	0	0	0	0
GSTM4	0	0	0	0
GSTM5	0	0	0	0
GSTM3	0	0	0	0
EPS8L3	0	0	0	0
CSF1	0	0	1.7241	0
AHCYL1	0	0	1.7241	0
STRIP1	0	0	0	0
ALX3	0	0	0	0
UBL4B	0	0	0	0
SLC6A17	0	0	0	0
KCNC4-AS1	0	0	0	0
KCNC4	0	0	0	0
RP5-1074L1.1	0	0	0	0
RBM15	0	0	0	0
SLC16A4	0	0	0	0
LAMTOR5	0	0	0	0
LAMTOR5-AS1	0	0	0	0
PROK1	0	0	0	0
CYMP	0	0	0	0
LOC440602	0	0	0	0
KCNA10	0	0	0	0
KCNA2	0	0	0	0
KCNA3	0	0	0	0
CD53	0	0	0	0
LRIF1	0	0	0	0
DRAM2	0	0	0	0
CEPT1	0	0	1.7241	0
DENND2D	0	0	1.7241	0
CHI3L2	0	0	1.7241	0
CHIAP2	0	0	0	0
CHIA	0	0	0	0
PIFO	0	0	0	0
PGCP1	0	0	0	0
OVGP1	0	0	0	0
WDR77	0	0	0	0
ATP5F1	0	0	0	0
C1orf162	0	0	0	0
ADORA3	0	0	0	0
LINC01160	0	0	0	0
RAP1A	0	0	0	0
FAM212B	0	0	0	0
FAM212B-AS1	0	0	0	0
DDX20	0	0	0	0
KCND3	0	0	0	0
KCND3-IT1	0	0	0	0
LOC643355	0	0	0	0
CTTNBP2NL	1.1628	0	0	0
MIR4256	1.1628	0	0	0
WNT2B	1.1628	0	0	0
ST7L	1.1628	0	0	0
CAPZA1	1.1628	0	0	0
MOV10	1.1628	0	0	0
RHOC	1.1628	0	0	0
PPM1J	1.1628	0	0	0
FAM19A3	1.1628	0	0	0
RP11-426L16.8	1.1628	1.1628	0	0
SLC16A1	1.1628	1.1628	0	0
AKR7A2P1	1.1628	1.1628	0	0
SLC16A1-AS1	1.1628	1.1628	0	0
RP11-31F15.2	1.1628	1.1628	0	0
LRIG2	1.1628	1.1628	0	0
LOC643441	1.1628	0	0	0
MAGI3	1.1628	1.1628	0	0
PHTF1	1.1628	1.1628	0	0
RSBN1	1.1628	1.1628	0	0
PTPN22	1.1628	1.1628	0	0
AP4B1-AS1	1.1628	1.1628	0	0
BCL2L15	1.1628	1.1628	0	0
AP4B1	1.1628	1.1628	0	0
DCLRE1B	1.1628	1.1628	0	0
RP5-1073O3.7	1.1628	1.1628	0	0
HIPK1	1.1628	1.1628	0	0
OLFML3	1.1628	1.1628	0	0
SYT6	1.1628	0	0	0
TRIM33	2.3256	0	0	0
BCAS2	1.1628	0	0	0
DENND2C	1.1628	0	0	0
AMPD1	1.1628	0	0	0
NRAS	1.1628	0	0	0
CSDE1	1.1628	1.1628	0	0
SIKE1	1.1628	1.1628	0	0
SYCP1	1.1628	1.1628	0	0
TSHB	1.1628	1.1628	0	0
TSPAN2	1.1628	1.1628	0	0
NGF	1.1628	1.1628	0	0
VANGL1	1.1628	0	0	0
CASQ2	1.1628	0	0	0
NHLH2	1.1628	0	0	0
SLC22A15	1.1628	0	0	0
MAB21L3	1.1628	0	0	0
ATP1A1	1.1628	0	0	0
ATP1A1OS	1.1628	0	0	0
CD58	1.1628	0	0	0
IGSF3	1.1628	0	0	0
MIR320B1	1.1628	0	0	0
C1orf137	1.1628	0	0	0
CD2	1.1628	0	0	0
PTGFRN	1.1628	0	0	0
CD101	1.1628	0	0	0
RP11-27K13.3	1.1628	0	0	0
TTF2	1.1628	0	0	0
MIR942	1.1628	0	0	0
TRIM45	1.1628	0	0	0
VTCN1	1.1628	0	0	0
MAN1A2	1.1628	1.1628	0	0
FAM46C	1.1628	1.1628	0	0
GDAP2	1.1628	1.1628	0	0
WDR3	1.1628	1.1628	0	0
SPAG17	1.1628	1.1628	0	0
TBX15	1.1628	2.3256	0	0
WARS2	1.1628	2.3256	0	0
HAO2-IT1	1.1628	2.3256	0	0
HAO2	1.1628	2.3256	0	0
HSD3B2	1.1628	2.3256	0	0
HSD3B1	1.1628	2.3256	0	0
HSD3BP4	1.1628	2.3256	0	0
LINC00622	1.1628	2.3256	0	0
ZNF697	1.1628	2.3256	0	0
PHGDH	1.1628	2.3256	0	0
HMGCS2	1.1628	2.3256	0	0
REG4	1.1628	2.3256	0	0
NBPF7	1.1628	2.3256	0	0
ADAM30	1.1628	2.3256	0	0
NOTCH2	-3.4884	-5.814	-1.7241	-0
ACP6	2.3256	5.814	1.7241	0
ANKRD20A12P	2.3256	5.814	1.7241	0
ANKRD34A	2.3256	5.814	1.7241	0
ANKRD35	2.3256	5.814	1.7241	0
BCL9	2.3256	5.814	1.7241	0
BOLA1	2.3256	5.814	1.7241	0
CD160	2.3256	5.814	1.7241	0
CHD1L	2.3256	5.814	1.7241	0
EMBP1	2.3256	5.814	1.7241	0
FAM72B	2.3256	5.814	1.7241	0
FAM72C	2.3256	6.9767	1.7241	1.7544
FAM72D	2.3256	5.814	1.7241	0
FCGR1A	2.3256	5.814	1.7241	0
FCGR1B	2.3256	5.814	1.7241	0
FCGR1C	2.3256	5.814	1.7241	0
FMO5	2.3256	5.814	1.7241	0
GJA5	2.3256	5.814	1.7241	0
GJA8	2.3256	5.814	1.7241	0
GNRHR2	2.3256	5.814	1.7241	0
GPR89A	2.3256	5.814	1.7241	0
GPR89B	2.3256	5.814	1.7241	0
GPR89C	2.3256	5.814	1.7241	0
HFE2	2.3256	5.814	1.7241	0
HIST2H2AA3	2.3256	5.814	1.7241	0
HIST2H2AB	2.3256	5.814	1.7241	0
HIST2H2AC	2.3256	5.814	1.7241	0
HIST2H2BA	2.3256	5.814	1.7241	0
HIST2H2BC	2.3256	5.814	1.7241	0
HIST2H2BE	2.3256	5.814	1.7241	0
HIST2H2BF	2.3256	5.814	1.7241	0
HIST2H3A	2.3256	5.814	1.7241	0
HIST2H3D	2.3256	5.814	1.7241	0
HIST2H4A	2.3256	5.814	1.7241	0
ITGA10	2.3256	5.814	1.7241	0
LINC00623	2.3256	5.814	1.7241	0
LINC00624	2.3256	5.814	1.7241	0
LINC00869	2.3256	5.814	1.7241	0
LINC00875	2.3256	5.814	1.7241	0
LINC01138	2.3256	5.814	1.7241	0
LIX1L	2.3256	5.814	1.7241	0
LOC102723769	2.3256	5.814	1.7241	0
LOC388692	2.3256	5.814	1.7241	0
LOC653513	2.3256	5.814	1.7241	0
LOC728989	2.3256	5.814	1.7241	0
MIR5087	2.3256	5.814	1.7241	0
MIR6077-1	2.3256	5.814	1.7241	0
MIR6736	2.3256	5.814	1.7241	0
NBPF10	2.3256	5.814	1.7241	0
NBPF11	2.3256	5.814	1.7241	0
NBPF12	2.3256	5.814	1.7241	0
NBPF13P	2.3256	5.814	1.7241	0
NBPF14	2.3256	5.814	1.7241	0
NBPF15	2.3256	5.814	1.7241	0
NBPF16	2.3256	5.814	1.7241	0
NBPF20	2.3256	5.814	1.7241	0
NBPF23P	2.3256	5.814	1.7241	0
NBPF25P	2.3256	5.814	1.7241	0
NBPF8	2.3256	5.814	1.7241	0
NBPF9	2.3256	5.814	1.7241	0
NOTCH2NL	2.3256	5.814	1.7241	0
NUDT17	2.3256	5.814	1.7241	0
PDE4DIP	2.3256	5.814	1.7241	0
PDIA3P1	2.3256	5.814	1.7241	0
PDZK1P1	2.3256	5.814	1.7241	0
PDZK1	2.3256	5.814	1.7241	0
PEX11B	2.3256	5.814	1.7241	0
PFN1P2	2.3256	5.814	1.7241	0
PIAS3	2.3256	5.814	1.7241	0
POLR3C	2.3256	5.814	1.7241	0
POLR3GL	2.3256	5.814	1.7241	0
PPIAL4A	2.3256	5.814	1.7241	0
PPIAL4B	2.3256	5.814	1.7241	0
PPIAL4D	2.3256	5.814	1.7241	0
PPIAL4E	2.3256	5.814	1.7241	0
PPIAL4G	2.3256	5.814	1.7241	0
PRKAB2	2.3256	5.814	1.7241	0
RBM8A	2.3256	5.814	1.7241	0
RNF115	2.3256	5.814	1.7241	0
RP11-14N7.2	2.3256	5.814	1.7241	0
RP11-640M9.1	2.3256	5.814	1.7241	0
RP6-206I17.2	2.3256	5.814	1.7241	0
SEC22B	2.3256	5.814	1.7241	0
SRGAP2-AS1	2.3256	5.814	1.7241	0
SRGAP2D	2.3256	6.9767	1.7241	3.5088
SV2A	2.3256	6.9767	1.7241	0
TXNIP	2.3256	5.814	1.7241	0
hsa-mir-3118-1	2.3256	5.814	1.7241	0
hsa-mir-3118-2	2.3256	5.814	1.7241	0
hsa-mir-3118-3	2.3256	5.814	1.7241	0
SF3B4	2.3256	5.814	1.7241	0
MTMR11	2.3256	5.814	1.7241	0
OTUD7B	2.3256	5.814	3.4483	0
VPS45	2.3256	5.814	3.4483	0
PLEKHO1	2.3256	5.814	3.4483	0
ANP32E	2.3256	5.814	3.4483	0
CA14	2.3256	5.814	3.4483	0
APH1A	2.3256	5.814	3.4483	0
C1orf54	2.3256	5.814	3.4483	0
CIART	2.3256	5.814	3.4483	0
MRPS21	2.3256	5.814	3.4483	0
PRPF3	2.3256	5.814	3.4483	0
RPRD2	2.3256	5.814	3.4483	0
MIR6878	2.3256	5.814	3.4483	0
TARS2	2.3256	5.814	3.4483	0
ECM1	2.3256	5.814	3.4483	0
LINC00568	2.3256	5.814	3.4483	0
ADAMTSL4	2.3256	6.9767	5.1724	0
MIR4257	2.3256	6.9767	5.1724	0
ADAMTSL4-AS1	2.3256	6.9767	5.1724	0
MCL1	2.3256	6.9767	5.1724	0
ENSA	2.3256	8.1395	6.8966	0
GOLPH3L	2.3256	8.1395	6.8966	0
HORMAD1	2.3256	8.1395	6.8966	0
CTSS	2.3256	8.1395	6.8966	0
CTSK	2.3256	8.1395	5.1724	0
ARNT	2.3256	6.9767	5.1724	0
SETDB1	2.3256	6.9767	5.1724	0
CERS2	2.3256	6.9767	5.1724	0
ANXA9	2.3256	6.9767	5.1724	0
FAM63A	2.3256	6.9767	5.1724	0
PRUNE	2.3256	6.9767	3.4483	0
BNIPL	2.3256	6.9767	3.4483	0
C1orf56	2.3256	6.9767	3.4483	0
CDC42SE1	2.3256	6.9767	3.4483	0
MLLT11	2.3256	6.9767	3.4483	0
GABPB2	2.3256	6.9767	3.4483	0
SEMA6C	2.3256	6.9767	3.4483	0
LYSMD1	3.4884	6.9767	3.4483	0
SCNM1	3.4884	6.9767	3.4483	0
TNFAIP8L2-SCNM1	3.4884	6.9767	3.4483	0
TNFAIP8L2	3.4884	6.9767	3.4483	0
TMOD4	3.4884	6.9767	3.4483	0
VPS72	3.4884	6.9767	3.4483	0
PIP5K1A	3.4884	6.9767	3.4483	0
PSMD4	3.4884	6.9767	3.4483	0
ZNF687	3.4884	6.9767	3.4483	0
PI4KB	3.4884	6.9767	3.4483	0
RFX5	3.4884	6.9767	3.4483	0
POGZ	3.4884	6.9767	5.1724	0
PSMB4	3.4884	6.9767	5.1724	0
SELENBP1	3.4884	6.9767	5.1724	0
CGN	2.3256	6.9767	5.1724	0
TUFT1	2.3256	6.9767	3.4483	0
MIR554	2.3256	6.9767	3.4483	0
SNX27	2.3256	6.9767	3.4483	0
CELF3	2.3256	6.9767	3.4483	0
RIIAD1	2.3256	6.9767	3.4483	0
MRPL9	2.3256	6.9767	3.4483	0
OAZ3	2.3256	6.9767	3.4483	0
TDRKH	2.3256	6.9767	3.4483	0
LINGO4	2.3256	6.9767	3.4483	0
RORC	2.3256	6.9767	3.4483	0
C2CD4D	2.3256	6.9767	3.4483	0
LOC100132111	2.3256	6.9767	3.4483	0
THEM5	2.3256	6.9767	3.4483	0
THEM4	2.3256	6.9767	3.4483	0
S100A10	2.3256	6.9767	3.4483	0
