gene	I_gain	II_gain	III_gain	IV_gain	I_gain_ratio	II_gain_ratio	III_gain_ratio	IV_gain_ratio
EPHA8	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
MIR6127	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
C1QA	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
C1QC	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
C1QB	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
EPHB2	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
MIR4684	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
MIR4253	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LACTBL1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
C1orf234	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
KDM1A	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
MIR3115	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
LUZP1	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
HTR1D	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
RP5-1057J7.6	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
HNRNPR	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
ZNF436	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
C1orf213	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TCEA3	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ASAP3	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
E2F2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LOC101928163	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ID3	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MDS2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RPL11	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TCEB3	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
RP5-886K2.3	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
PITHD1	0	3	0	0	0.0000 	3.4884 	0.0000 	0.0000 
GALE	0	3	0	0	0.0000 	3.4884 	0.0000 	0.0000 
HMGCL	0	3	0	0	0.0000 	3.4884 	0.0000 	0.0000 
LYPLA2	0	3	0	0	0.0000 	3.4884 	0.0000 	0.0000 
FUCA1	0	3	2	0	0.0000 	3.4884 	3.4483 	0.0000 
CNR2	0	3	2	0	0.0000 	3.4884 	3.4483 	0.0000 
MIR378F	0	3	2	0	0.0000 	3.4884 	3.4483 	0.0000 
PNRC2	0	3	2	0	0.0000 	3.4884 	3.4483 	0.0000 
SRSF10	0	3	2	0	0.0000 	3.4884 	3.4483 	0.0000 
MYOM3	0	3	2	0	0.0000 	3.4884 	3.4483 	0.0000 
IL22RA1	0	1	2	0	0.0000 	1.1628 	3.4483 	0.0000 
IFNLR1	0	1	2	0	0.0000 	1.1628 	3.4483 	0.0000 
RP11-10N16.2	0	1	2	0	0.0000 	1.1628 	3.4483 	0.0000 
GRHL3	0	1	2	0	0.0000 	1.1628 	3.4483 	0.0000 
STPG1	0	1	2	0	0.0000 	1.1628 	3.4483 	0.0000 
NIPAL3	0	1	2	0	0.0000 	1.1628 	3.4483 	0.0000 
RCAN3AS	0	0	2	0	0.0000 	0.0000 	3.4483 	0.0000 
RCAN3	0	0	2	0	0.0000 	0.0000 	3.4483 	0.0000 
RP4-594I10.3	0	0	2	0	0.0000 	0.0000 	3.4483 	0.0000 
NCMAP	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
SRRM1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
CLIC4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RUNX3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR6731	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RHCE	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RHD	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RSRP1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SYF2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TMEM50A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TMEM57	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LDLRAP1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MAN1C1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SEPN1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC646471	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MTFR1L	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AUNIP	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PAQR7	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
STMN1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR3917	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PAFAH2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EXTL1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SLC30A2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TRIM63	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PDIK1L	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FAM110D	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF593	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CNKSR1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CATSPER4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC101928303	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CEP85	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SH3BGRL3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
UBXN11	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
AIM1L	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CD52	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZNF683	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LIN28A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DHDDS	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
HMGN2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RPS6KA1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR1976	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ARID1A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PIGV	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
ZDHHC18	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SFN	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
GPN2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
GPATCH3	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
NR0B2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
NUDC	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
C1orf172	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TRNP1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FAM46B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SLC9A1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
WDTC1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LOC644961	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TMEM222	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SYTL1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MAP3K6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FCN3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
CD164L2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
GPR3	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
WASF2	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
AHDC1	0	0	0	1	0.0000 	0.0000 	0.0000 	1.7544 
FGR	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
IFI6	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
FAM76A	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
STX12	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
PPP1R8	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
SCARNA1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
THEMIS2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RPA2	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SMPDL3B	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
XKR8	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
EYA3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
PTAFR	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
DNAJC8	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
ATPIF1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
SESN2	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
MED18	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
PHACTR4	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
RCC1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
SNHG3	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
TRNAU1AP	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
SNHG12	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
SNORD99	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
SNORA44	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
SNORA61	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
SNORA16A	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
RAB42	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
TAF12	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
RNU11	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
GMEB1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
YTHDF2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
OPRD1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
EPB41	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TMEM200B	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SRSF4	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MECR	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
PTPRU	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RP3-437I16.1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RP11-111I12.1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
LAPTM5	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MATN1-AS1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MATN1	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
MIR4420	0	0	0	0	0.0000 	0.0000 	0.0000 	0.0000 
SDC3	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
PUM1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SNORD103A	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SNORD85	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
NKAIN1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SNRNP40	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ZCCHC17	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
FABP3	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SERINC2	0	1	2	0	0.0000 	1.1628 	3.4483 	0.0000 
LINC01225	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
LINC01226	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
TINAGL1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
HCRTR1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
PEF1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
COL16A1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
BAI2	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
MIR4254	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
SPOCD1	1	0	1	0	1.1628 	0.0000 	1.7241 	0.0000 
PTP4A2	1	0	1	0	1.1628 	0.0000 	1.7241 	0.0000 
KHDRBS1	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
TMEM39B	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
KPNA6	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
TXLNA	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
CCDC28B	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
IQCC	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
DCDC2B	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
TMEM234	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
EIF3I	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
MTMR9LP	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
FAM167B	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
LCK	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
HDAC1	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
MARCKSL1	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
BSDC1	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
FAM229A	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
TSSK3	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
ZBTB8B	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
ZBTB8A	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
ZBTB8OS	0	2	1	1	0.0000 	2.3256 	1.7241 	1.7544 
RBBP4	0	2	1	1	0.0000 	2.3256 	1.7241 	1.7544 
SYNC	0	3	1	1	0.0000 	3.4884 	1.7241 	1.7544 
KIAA1522	0	3	1	1	0.0000 	3.4884 	1.7241 	1.7544 
YARS	0	3	1	1	0.0000 	3.4884 	1.7241 	1.7544 
S100PBP	0	3	1	1	0.0000 	3.4884 	1.7241 	1.7544 
FNDC5	0	3	1	1	0.0000 	3.4884 	1.7241 	1.7544 
HPCA	0	2	1	1	0.0000 	2.3256 	1.7241 	1.7544 
TMEM54	0	2	1	1	0.0000 	2.3256 	1.7241 	1.7544 
RNF19B	0	2	1	1	0.0000 	2.3256 	1.7241 	1.7544 
AK2	0	2	2	2	0.0000 	2.3256 	3.4483 	3.5088 
ADC	0	2	2	2	0.0000 	2.3256 	3.4483 	3.5088 
TRIM62	0	2	2	2	0.0000 	2.3256 	3.4483 	3.5088 
ZNF362	0	2	1	1	0.0000 	2.3256 	1.7241 	1.7544 
A3GALT2	0	2	1	1	0.0000 	2.3256 	1.7241 	1.7544 
PHC2	0	2	1	1	0.0000 	2.3256 	1.7241 	1.7544 
MIR3605	0	2	1	1	0.0000 	2.3256 	1.7241 	1.7544 
ZSCAN20	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
CSMD2	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
HMGB4	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
RP5-1007G16.1	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
C1orf94	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
hsa-mir-552	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
GJB5	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
GJB4	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
GJB3	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
GJA4	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
SMIM12	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
DLGAP3	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
LOC653160	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
ZMYM6NB	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
ZMYM6	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
ZMYM1	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
SFPQ	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
ZMYM4	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
KIAA0319L	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
NCDN	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
TFAP2E	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
PSMB2	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
C1orf216	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
CLSPN	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
AGO4	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
AGO1	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
AGO3	0	2	2	0	0.0000 	2.3256 	3.4483 	0.0000 
TEKT2	0	2	2	0	0.0000 	2.3256 	3.4483 	0.0000 
ADPRHL2	0	2	2	0	0.0000 	2.3256 	3.4483 	0.0000 
COL8A2	0	2	2	0	0.0000 	2.3256 	3.4483 	0.0000 
TRAPPC3	0	2	2	0	0.0000 	2.3256 	3.4483 	0.0000 
MAP7D1	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
THRAP3	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
SH3D21	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
EVA1B	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
STK40	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
LSM10	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
OSCP1	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
MRPS15	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
CSF3R	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
GRIK3	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
MIR4255	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
LINC01137	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
ZC3H12A	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
MIR6732	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
MEAF6	0	2	2	0	0.0000 	2.3256 	3.4483 	0.0000 
MIR5581	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
SNIP1	0	1	2	0	0.0000 	1.1628 	3.4483 	0.0000 
DNALI1	0	1	2	0	0.0000 	1.1628 	3.4483 	0.0000 
GNL2	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
RSPO1	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
C1orf109	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
CDCA8	0	1	2	1	0.0000 	1.1628 	3.4483 	1.7544 
EPHA10	0	1	2	1	0.0000 	1.1628 	3.4483 	1.7544 
MANEAL	0	1	2	1	0.0000 	1.1628 	3.4483 	1.7544 
YRDC	0	1	2	1	0.0000 	1.1628 	3.4483 	1.7544 
C1orf122	0	1	2	1	0.0000 	1.1628 	3.4483 	1.7544 
MTF1	0	1	2	1	0.0000 	1.1628 	3.4483 	1.7544 
INPP5B	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
SF3A3	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
FHL3	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
UTP11L	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
POU3F1	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
MIR3659	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
RP11-214L19.1	0	1	1	1	0.0000 	1.1628 	1.7241 	1.7544 
RRAGC	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
GJA9-MYCBP	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
MYCBP	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
GJA9	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
RHBDL2	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
AKIRIN1	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
NDUFS5	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
MACF1	1	1	2	2	1.1628 	1.1628 	3.4483 	3.5088 
KIAA0754	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
BMP8A	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
PPIEL	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
PABPC4	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
SNORA55	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
HEYL	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
HPCAL4	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
NT5C1A	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
PPIE	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
BMP8B	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
OXCT2	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
TRIT1	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
MYCL	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
MFSD2A	1	1	2	1	1.1628 	1.1628 	3.4483 	1.7544 
CAP1	1	1	2	1	1.1628 	1.1628 	3.4483 	1.7544 
PPT1	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
RLF	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
TMCO2	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
ZMPSTE24	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
COL9A2	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
SMAP2	1	2	1	0	1.1628 	2.3256 	1.7241 	0.0000 
ZFP69B	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
ZFP69	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
EXO5	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
ZNF684	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
RIMS3	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
NFYC-AS1	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
NFYC	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
MIR30E	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
MIR30C1	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
KCNQ4	1	2	1	0	1.1628 	2.3256 	1.7241 	0.0000 
CITED4	1	2	1	0	1.1628 	2.3256 	1.7241 	0.0000 
CTPS1	1	2	1	0	1.1628 	2.3256 	1.7241 	0.0000 
SLFNL1-AS1	1	2	1	0	1.1628 	2.3256 	1.7241 	0.0000 
SLFNL1	1	2	1	0	1.1628 	2.3256 	1.7241 	0.0000 
SCMH1	1	2	1	1	1.1628 	2.3256 	1.7241 	1.7544 
EDN2	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
HIVEP3	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
GUCA2B	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
GUCA2A	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
FOXJ3	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
RIMKLA	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
ZMYND12	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
PPCS	0	0	1	0	0.0000 	0.0000 	1.7241 	0.0000 
CCDC30	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
PPIH	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
YBX1	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
CLDN19	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
LEPRE1	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
C1orf50	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
LOC100129924	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
CCDC23	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
ERMAP	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
ZNF691	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
LOC339539	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
SLC2A1	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
SLC2A1-AS1	0	0	1	2	0.0000 	0.0000 	1.7241 	3.5088 
FAM183A	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
EBNA1BP2	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
MIR6733	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
WDR65	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
TMEM125	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
C1orf210	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
TIE1	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
MPL	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
CDC20	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
ELOVL1	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
MIR6734	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
MED8	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
SZT2	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
MIR6735	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
HYI	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
PTPRF	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
KDM4A	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
KDM4A-AS1	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
ST3GAL3	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
MIR6079	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
ARTN	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
IPO13	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
DPH2	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
ATP6V0B	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
B4GALT2	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
CCDC24	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
SLC6A9	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
KLF17	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
